"TIPO_INSTITUCION","CARRERA","INSTITUCION","AREAS_CONOCIMIENTO","EMPLEABILIDAD_PRIMER_ANO","EMPLEABILIDAD_SEGUNDO_ANO","REGION_MAYOR_NUMERO_TITULADOS","N_MATRICULADOS_PRIMER_ANO","N_MATRICULADOS_TOTAL","ESTUDIANTES_MUNICIPALES","ESTUDIANTES_PARTICULAR_SUBVENCIONADO","ESTUDIANTES_PARTICULAR_PAGADO","PORCENTAJE_ESTUDIANTES_PSU","PROMEDIO_PSU","PROMEDIO_NEM","TASA_RETENCION_PRIMER_ANO","TASA_RETENCION_SEGUNDO_ANO","N_TITULADOS","DURACION_ESPERADA","DURACION_REAL","PROMEDIO_ARANCEL","DIRECCION_CASA_CENTRAL","INGRESO_ANO_1","INGRESO_ANO_2","INGRESO_ANO_3","INGRESO_ANO_4","INGRESO_ANO_5","INGRESO_ANO_6","INGRESO_ANO_7","INGRESO_ANO_8"
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD TECNOLÓGICA METROPOLITANA","Ciencias Sociales","92,4%","94,6%","RM. Región Metropolitana",75,330,"30,0%","61,7%","8,3%","> 80% a 100%",589,"5,8","86,20%","73,90%",43,10,"13,6",2204830,"José Pedro Alessandri 1242, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Instituto Profesional","Ingeniería en Administración de Empresas e Ing. Asociadas","IP DIEGO PORTALES","Administración y Comercio","78,1%","87,2%","VIII. Bío Bío",247,447,"44,6%","54,2%","1,1%",,462,"5,5","62,40%","22,10%",39,8,"11,5",576385,"Av. Salvador 1916, Ñuñoa, Santiago",,,,,,,,
"Instituto Profesional","Ingeniería en Administración de Empresas e Ing. Asociadas","IP DR. VIRGINIO GÓMEZ G.","Administración y Comercio","81,1%","78,3%","VIII. Bío Bío",202,489,"48,7%","49,3%","2,0%",,469,"5,7","87,80%","ND",25,8,"10,6",1205400,"Arturo Prat 196, Concepcion",,,,,,,,
"Instituto Profesional","Ingeniería en Administración de Empresas e Ing. Asociadas","IP DUOC UC","Administración y Comercio","85,2%","87,6%","RM. Región Metropolitana",339,1302,"28,5%","66,2%","5,2%","> 40% a 60%",479,"5,6","72,80%","61,70%",112,8,"10,5",1653222,"Antonio Varas 666, Providencia",,,,,,,,
"Instituto Profesional","Ingeniería en Administración de Empresas e Ing. Asociadas","IP INACAP","Administración y Comercio","79,3%","86,7%","IX. La Araucanía",,,,,,,,,"No Disponible","No Disponible",25,,,1542500,"Av. Vitacura 10.151, Vitacura, Santiago",,,,,,,,
"Universidad Estatal","Ingeniería en Administración de Empresas e Ing. Asociadas","UNIVERSIDAD ARTURO PRAT","Administración y Comercio","91,2%","94,3%","RM. Región Metropolitana",315,997,"42,8%","55,5%","1,7%",,,,"No Disponible","No Disponible",205,12,"15,3",1115529,"Av. Arturo Prat 2120, Iquique",,,,,,,,
"Universidad Privada","Ingeniería en Administración de Empresas e Ing. Asociadas","UNIVERSIDAD BERNARDO O'HIGGINS","Administración y Comercio","90,2%","100,0%","RM. Región Metropolitana",2,61,"17,4%","73,9%","8,7%",,,"5,2","No Disponible","No Disponible",16,9,"12,9",1325000,"Avenida Viel 1497, Santiago",,,,,,,,
"Universidad Privada","Ingeniería en Administración de Empresas e Ing. Asociadas","UNIVERSIDAD CENTRAL DE CHILE","Administración y Comercio","86,6%","90,6%","RM. Región Metropolitana",95,502,"12,8%","77,1%","10,1%","> 40% a 60%",508,"5,4","67,50%","58,20%",42,9,12,2443333,"Lord Cochrane 416, Santiago",,,,,,,,
"Universidad Privada","Ingeniería en Administración de Empresas e Ing. Asociadas","UNIVERSIDAD DE LAS AMÉRICAS","Administración y Comercio","90,0%","90,0%","RM. Región Metropolitana",141,829,"25,1%","71,3%","3,6%","> 20% a 40%",488,"5,5","40,90%","24,10%",146,9,"10,8",1800378,"Avenida Manuel Montt 948, Providencia, Santiago",,,,,,,,
"Universidad Privada","Ingeniería en Administración de Empresas e Ing. Asociadas","UNIVERSIDAD NACIONAL ANDRÉS BELLO","Administración y Comercio","81,0%","91,4%","RM. Región Metropolitana",406,1005,"23,1%","61,8%","15,1%","> 40% a 60%",511,"5,5","65,40%","50,90%",79,8,"10,9",2070517,"Av. República 237, Santiago",,,,,,,,
"Instituto Profesional","Ingeniería en Computación e Informática","IP DIEGO PORTALES","Tecnología","73,8%","76,4%","VIII. Bío Bío",161,304,"48,0%","50,3%","1,7%",,436,"5,2","No Disponible","No Disponible",84,8,"11,7",682586,"Av. Salvador 1916, Ñuñoa, Santiago",1011632,1065696,1133311,1209192,1286703,1357804,1440990,1526536
"Instituto Profesional","Ingeniería en Computación e Informática","IP DR. VIRGINIO GÓMEZ G.","Tecnología","79,5%","82,7%","VIII. Bío Bío",307,556,"47,6%","48,6%","3,8%",,495,"5,5","70,40%","No Disponible",47,8,"11,5",1233800,"Arturo Prat 196, Concepcion",1011632,1065696,1133311,1209192,1286703,1357804,1440990,1526536
"Instituto Profesional","Ingeniería en Computación e Informática","IP DUOC UC","Tecnología","92,8%","95,0%","RM. Región Metropolitana",767,2620,"26,4%","67,7%","5,9%","> 40% a 60%",498,"5,4","75,90%","61,20%",170,8,"11,9",1659500,"Antonio Varas 666, Providencia",1011632,1065696,1133311,1209192,1286703,1357804,1440990,1526536
"Instituto Profesional","Ingeniería en Computación e Informática","IP INACAP","Tecnología","85,8%","88,8%","IX. La Araucanía",,,,,,,,,"No Disponible","No Disponible",26,,,,"Av. Vitacura 10.151, Vitacura, Santiago",1011632,1065696,1133311,1209192,1286703,1357804,1440990,1526536
